cohort,model,method,n_repeats,calibrated_brier_mean,calibrated_brier_sd,calibrated_brier_ci95_lower,calibrated_brier_ci95_upper,calibrated_log_loss_mean,calibrated_log_loss_sd,calibrated_log_loss_ci95_lower,calibrated_log_loss_ci95_upper,calibrated_ece_5_mean,calibrated_ece_5_sd,calibrated_ece_5_ci95_lower,calibrated_ece_5_ci95_upper,calibrated_ece_10_mean,calibrated_ece_10_sd,calibrated_ece_10_ci95_lower,calibrated_ece_10_ci95_upper,brier_improvement_mean,brier_improvement_sd,brier_improvement_ci95_lower,brier_improvement_ci95_upper,log_loss_improvement_mean,log_loss_improvement_sd,log_loss_improvement_ci95_lower,log_loss_improvement_ci95_upper,ece_5_improvement_mean,ece_5_improvement_sd,ece_5_improvement_ci95_lower,ece_5_improvement_ci95_upper,ece_10_improvement_mean,ece_10_improvement_sd,ece_10_improvement_ci95_lower,ece_10_improvement_ci95_upper,n_samples,positive_rate,brier_improved_fraction,ece_5_improved_fraction
toddler,logreg,platt,10,0.00000057,0.00000059,0.00000015,0.00000099,0.00003913,0.00001753,0.00002658,0.00005167,0.00003883,0.00001728,0.00002648,0.00005119,0.00003883,0.00001728,0.00002648,0.00005119,0.00395838,0.00019983,0.00381543,0.00410133,0.02730543,0.00068219,0.02681743,0.02779344,0.02499862,0.00055413,0.02460222,0.02539503,0.02499862,0.00055413,0.02460222,0.02539503,1054,0.69070209,1.00000000,1.00000000
toddler,logreg,temperature,10,0.00000156,0.00000312,0.00000000,0.00000380,0.00002967,0.00003730,0.00000299,0.00005636,0.00002885,0.00003584,0.00000321,0.00005449,0.00002885,0.00003584,0.00000321,0.00005449,0.00395739,0.00019983,0.00381444,0.00410034,0.02731488,0.00069643,0.02681669,0.02781308,0.02500861,0.00056842,0.02460199,0.02541523,0.02500861,0.00056842,0.02460199,0.02541523,1054,0.69070209,1.00000000,1.00000000
toddler,logreg,histbin,10,0.00000902,0.00002854,0.00000000,0.00002944,0.00003499,0.00011064,0.00000000,0.00011414,0.00002926,0.00009253,0.00000000,0.00009546,0.00002926,0.00009253,0.00000000,0.00009546,0.00394992,0.00019275,0.00381204,0.00408781,0.02730957,0.00066001,0.02683743,0.02778172,0.02500820,0.00053545,0.02462516,0.02539123,0.02500820,0.00053545,0.02462516,0.02539123,1054,0.69070209,1.00000000,1.00000000
toddler,logreg,isotonic,10,0.00000566,0.00001275,0.00000000,0.00001478,0.00004499,0.00007054,0.00000000,0.00009545,0.00004177,0.00006349,0.00000000,0.00008719,0.00004177,0.00006349,0.00000000,0.00008719,0.00395328,0.00019654,0.00381269,0.00409388,0.02729957,0.00068117,0.02681230,0.02778685,0.02499569,0.00055507,0.02459861,0.02539276,0.02499569,0.00055507,0.02459861,0.02539276,1054,0.69070209,1.00000000,1.00000000
toddler,logreg,beta,10,0.00000085,0.00000074,0.00000032,0.00000138,0.00005483,0.00002183,0.00003921,0.00007044,0.00005439,0.00002154,0.00003898,0.00006980,0.00005439,0.00002154,0.00003898,0.00006980,0.00395810,0.00019973,0.00381522,0.00410098,0.02728973,0.00067782,0.02680485,0.02777462,0.02498307,0.00054999,0.02458963,0.02537651,0.02498307,0.00054999,0.02458963,0.02537651,1054,0.69070209,1.00000000,1.00000000
toddler,dtree,platt,10,0.06907927,0.00683775,0.06418784,0.07397070,0.25913175,0.02051601,0.24445548,0.27380803,0.01289742,0.00625700,0.00842143,0.01737341,0.01441754,0.00499028,0.01084771,0.01798736,0.00791256,0.00139577,0.00691408,0.00891104,2.00453218,0.27679074,1.80652801,2.20253635,0.06206726,0.00976721,0.05508022,0.06905430,0.06060021,0.00892118,0.05421838,0.06698204,1054,0.69070209,1.00000000,1.00000000
toddler,dtree,temperature,10,0.07029817,0.00676459,0.06545907,0.07513727,0.26431129,0.02080024,0.24943169,0.27919088,0.02737652,0.00579636,0.02323006,0.03152299,0.02737652,0.00579636,0.02323006,0.03152299,0.00669366,0.00110370,0.00590412,0.00748320,1.99935265,0.27611274,1.80183349,2.19687180,0.04758816,0.01033330,0.04019617,0.05498016,0.04764122,0.01024918,0.04030940,0.05497304,1054,0.69070209,1.00000000,1.00000000
toddler,dtree,histbin,10,0.07023809,0.00682671,0.06535455,0.07512162,0.26828352,0.03171460,0.24559626,0.29097078,0.01558591,0.00487075,0.01210158,0.01907023,0.01921432,0.00478298,0.01579278,0.02263586,0.00675375,0.00188476,0.00540547,0.00810202,1.99538041,0.27647926,1.79759906,2.19316176,0.05937878,0.00926034,0.05275433,0.06600322,0.05580342,0.01014929,0.04854306,0.06306378,1054,0.69070209,1.00000000,1.00000000
toddler,dtree,isotonic,10,0.06993025,0.00691508,0.06498349,0.07487700,0.26163745,0.02078418,0.24676934,0.27650555,0.01466753,0.00548431,0.01074429,0.01859077,0.01872535,0.00485561,0.01525186,0.02219885,0.00706158,0.00163945,0.00588879,0.00823438,2.00202649,0.27711595,1.80378967,2.20026330,0.06029715,0.00897657,0.05387570,0.06671861,0.05629239,0.00917954,0.04972574,0.06285904,1054,0.69070209,1.00000000,1.00000000
toddler,dtree,beta,10,0.06939273,0.00690702,0.06445175,0.07433372,0.26003166,0.02067267,0.24524332,0.27482000,0.01409626,0.00642221,0.00950208,0.01869044,0.01759652,0.00526225,0.01383214,0.02136091,0.00759910,0.00163278,0.00643107,0.00876712,2.00363227,0.27671385,1.80568311,2.20158143,0.06086842,0.01017665,0.05358848,0.06814836,0.05742122,0.01023596,0.05009885,0.06474358,1054,0.69070209,1.00000000,1.00000000
toddler,knn,platt,10,0.03767557,0.00132720,0.03672614,0.03862499,0.12631727,0.00770374,0.12080634,0.13182819,0.02261488,0.00447470,0.01941387,0.02581589,0.02370477,0.00368189,0.02107090,0.02633863,-0.00159587,0.00071493,-0.00210729,-0.00108444,0.07014084,0.03145112,0.04764206,0.09263962,-0.00134353,0.00363633,-0.00394481,0.00125774,-0.00091539,0.00384654,-0.00366705,0.00183626,1054,0.69070209,0.00000000,0.60000000
toddler,knn,temperature,10,0.03945764,0.00136746,0.03847942,0.04043586,0.13121309,0.00738334,0.12593137,0.13649482,0.03184654,0.00361405,0.02926121,0.03443188,0.03265710,0.00357312,0.03010104,0.03521315,-0.00337795,0.00044834,-0.00369867,-0.00305722,0.06524501,0.03178461,0.04250767,0.08798235,-0.01057520,0.00253161,-0.01238620,-0.00876419,-0.00986772,0.00198210,-0.01128563,-0.00844981,1054,0.69070209,0.00000000,0.00000000
toddler,knn,histbin,10,0.03423720,0.00163548,0.03306725,0.03540715,0.14342193,0.04197524,0.11339464,0.17344921,0.00815251,0.00266338,0.00624725,0.01005778,0.01226508,0.00211870,0.01074945,0.01378070,0.00184250,0.00059553,0.00141647,0.00226852,0.05303617,0.04642552,0.01982536,0.08624699,0.01311883,0.00247640,0.01134732,0.01489034,0.01052430,0.00264710,0.00863067,0.01241792,1054,0.69070209,1.00000000,1.00000000
toddler,knn,isotonic,10,0.03422691,0.00161020,0.03307504,0.03537877,0.14338656,0.04193412,0.11338870,0.17338442,0.00816582,0.00266016,0.00626285,0.01006878,0.01225177,0.00209430,0.01075360,0.01374995,0.00185279,0.00058434,0.00143478,0.00227080,0.05307154,0.04642770,0.01985917,0.08628391,0.01310553,0.00247532,0.01133479,0.01487627,0.01053760,0.00263816,0.00865037,0.01242483,1054,0.69070209,1.00000000,1.00000000
toddler,knn,beta,10,0.03638056,0.00177003,0.03511436,0.03764676,0.13462112,0.02161906,0.11915578,0.15008647,0.01717685,0.00575812,0.01305774,0.02129596,0.01920851,0.00547563,0.01529148,0.02312554,-0.00030086,0.00099098,-0.00100977,0.00040804,0.06183698,0.02958531,0.04067292,0.08300103,0.00409450,0.00671856,-0.00071167,0.00890067,0.00358086,0.00627162,-0.00090559,0.00806731,1054,0.69070209,0.40000000,0.70000000
toddler,nb,platt,10,0.05093389,0.00285350,0.04889262,0.05297516,0.18082084,0.01061923,0.17322430,0.18841738,0.01523776,0.00362892,0.01264179,0.01783374,0.02003734,0.00457143,0.01676713,0.02330754,0.00926390,0.00234233,0.00758829,0.01093950,0.21795767,0.06706556,0.16998186,0.26593348,0.03710884,0.00659599,0.03239036,0.04182733,0.03423762,0.00983539,0.02720181,0.04127343,1054,0.69070209,1.00000000,1.00000000
toddler,nb,temperature,10,0.05351018,0.00313773,0.05126558,0.05575478,0.18684362,0.01043893,0.17937606,0.19431118,0.02628716,0.00244234,0.02454002,0.02803431,0.02922750,0.00239722,0.02751263,0.03094237,0.00668760,0.00210986,0.00517830,0.00819691,0.21193489,0.06673739,0.16419383,0.25967594,0.02605944,0.00838502,0.02006116,0.03205772,0.02504746,0.00889558,0.01868394,0.03141097,1054,0.69070209,1.00000000,1.00000000
toddler,nb,histbin,10,0.05765332,0.00369110,0.05501286,0.06029377,0.30377524,0.08025275,0.24636588,0.36118460,0.01370064,0.00507574,0.01006968,0.01733161,0.01736141,0.00602039,0.01305468,0.02166814,0.00254447,0.00222161,0.00095523,0.00413371,0.09500328,0.10977404,0.01647566,0.17353089,0.03864596,0.00872321,0.03240575,0.04488617,0.03691355,0.00981769,0.02989039,0.04393670,1054,0.69070209,0.80000000,1.00000000
toddler,nb,isotonic,10,0.05200828,0.00284714,0.04997156,0.05404500,0.20216240,0.02618811,0.18342855,0.22089624,0.01230424,0.00351527,0.00978956,0.01481891,0.01596775,0.00375702,0.01328013,0.01865536,0.00818950,0.00268625,0.00626788,0.01011113,0.19661612,0.07137256,0.14555926,0.24767297,0.04004237,0.00826385,0.03413076,0.04595397,0.03830721,0.00985161,0.03125979,0.04535463,1054,0.69070209,1.00000000,1.00000000
toddler,nb,beta,10,0.05083599,0.00268094,0.04891815,0.05275382,0.18047183,0.00969355,0.17353748,0.18740618,0.01067607,0.00432731,0.00758049,0.01377164,0.01799744,0.00468629,0.01464507,0.02134980,0.00936180,0.00252090,0.00755846,0.01116514,0.21830668,0.06820925,0.16951272,0.26710064,0.04167054,0.00873995,0.03541835,0.04792273,0.03627752,0.00966863,0.02936099,0.04319404,1054,0.69070209,1.00000000,1.00000000
toddler,rf,platt,10,0.02659002,0.00158033,0.02545952,0.02772052,0.08338701,0.00443197,0.08021657,0.08655745,0.00787451,0.00216164,0.00632816,0.00942085,0.01169192,0.00245035,0.00993905,0.01344479,0.01654508,0.00095743,0.01586018,0.01722999,0.07967936,0.00293922,0.07757676,0.08178195,0.07979651,0.00367989,0.07716408,0.08242894,0.07669061,0.00407459,0.07377582,0.07960539,1054,0.69070209,1.00000000,1.00000000
toddler,rf,temperature,10,0.02909388,0.00152241,0.02800481,0.03018295,0.09161509,0.00398456,0.08876471,0.09446548,0.02162688,0.00098119,0.02092499,0.02232878,0.02294476,0.00243574,0.02120234,0.02468718,0.01404122,0.00079900,0.01346965,0.01461279,0.07145128,0.00237601,0.06975158,0.07315097,0.06604413,0.00300468,0.06389471,0.06819355,0.06543777,0.00370676,0.06278611,0.06808943,1054,0.69070209,1.00000000,1.00000000
toddler,rf,histbin,10,0.02778601,0.00180071,0.02649786,0.02907416,0.11078204,0.04975656,0.07518834,0.14637573,0.00806839,0.00320279,0.00577724,0.01035953,0.01113182,0.00249792,0.00934492,0.01291872,0.01534909,0.00123208,0.01446771,0.01623047,0.05228433,0.04938153,0.01695892,0.08760975,0.07960263,0.00500865,0.07601965,0.08318560,0.07725071,0.00406584,0.07434218,0.08015923,1054,0.69070209,1.00000000,1.00000000
toddler,rf,isotonic,10,0.02768123,0.00189210,0.02632771,0.02903476,0.13436415,0.04516281,0.10205662,0.16667168,0.00914502,0.00270501,0.00720997,0.01108007,0.01430873,0.00279898,0.01230646,0.01631100,0.01545387,0.00120195,0.01459405,0.01631369,0.02870222,0.04454481,-0.00316322,0.06056766,0.07852599,0.00330920,0.07615873,0.08089325,0.07407380,0.00255146,0.07224859,0.07589900,1054,0.69070209,1.00000000,1.00000000
toddler,rf,beta,10,0.02670656,0.00167299,0.02550978,0.02790335,0.08380128,0.00461909,0.08049698,0.08710558,0.00796152,0.00223203,0.00636483,0.00955822,0.01202347,0.00271448,0.01008164,0.01396529,0.01642853,0.00105242,0.01567567,0.01718139,0.07926509,0.00313360,0.07702345,0.08150673,0.07970949,0.00307938,0.07750664,0.08191235,0.07635906,0.00413189,0.07340328,0.07931484,1054,0.69070209,1.00000000,1.00000000
toddler,svm,platt,10,0.00435555,0.00113428,0.00354414,0.00516697,0.01493448,0.00360814,0.01235337,0.01751559,0.00435642,0.00171820,0.00312730,0.00558555,0.00560912,0.00116096,0.00477862,0.00643962,0.03494530,0.00088625,0.03431131,0.03557928,0.16143038,0.00291851,0.15934260,0.16351815,0.13332556,0.00152834,0.13223225,0.13441887,0.13542507,0.00096306,0.13473614,0.13611400,1054,0.69070209,1.00000000,1.00000000
toddler,svm,temperature,10,0.00695359,0.00112300,0.00615024,0.00775693,0.02323284,0.00318557,0.02095402,0.02551166,0.01101521,0.00096407,0.01032555,0.01170487,0.01186138,0.00097638,0.01116292,0.01255984,0.03234726,0.00081823,0.03176194,0.03293259,0.15313202,0.00216412,0.15158390,0.15468014,0.12666677,0.00142253,0.12564916,0.12768439,0.12917281,0.00132826,0.12822262,0.13012299,1054,0.69070209,1.00000000,1.00000000
toddler,svm,histbin,10,0.00626668,0.00109371,0.00548428,0.00704907,0.01992992,0.00359814,0.01735596,0.02250387,0.00453563,0.00190556,0.00317248,0.00589878,0.00545577,0.00242111,0.00372382,0.00718773,0.03303418,0.00109613,0.03225006,0.03381830,0.15643494,0.00346583,0.15395563,0.15891425,0.13314635,0.00245868,0.13138752,0.13490519,0.13557842,0.00201083,0.13413995,0.13701688,1054,0.69070209,1.00000000,1.00000000
toddler,svm,isotonic,10,0.00474986,0.00131537,0.00380890,0.00569081,0.03987447,0.03521106,0.01468599,0.06506294,0.00357872,0.00132915,0.00262790,0.00452954,0.00465540,0.00152807,0.00356228,0.00574851,0.03455100,0.00114818,0.03372964,0.03537235,0.13649039,0.03530639,0.11123372,0.16174706,0.13410327,0.00170710,0.13288208,0.13532445,0.13637880,0.00218219,0.13481775,0.13793984,1054,0.69070209,1.00000000,1.00000000
toddler,svm,beta,10,0.00435619,0.00112632,0.00355047,0.00516191,0.01497825,0.00354679,0.01244103,0.01751548,0.00474125,0.00144372,0.00370848,0.00577403,0.00583185,0.00128431,0.00491311,0.00675059,0.03494467,0.00088046,0.03431482,0.03557451,0.16138661,0.00286530,0.15933689,0.16343632,0.13294073,0.00143526,0.13191401,0.13396745,0.13520234,0.00102151,0.13447160,0.13593309,1054,0.69070209,1.00000000,1.00000000
toddler,xgb,platt,10,0.00999622,0.00135745,0.00902516,0.01096728,0.03315301,0.00417236,0.03016828,0.03613774,0.00481568,0.00093271,0.00414846,0.00548290,0.00760456,0.00128226,0.00668729,0.00852184,0.00591503,0.00056253,0.00551262,0.00631744,0.03003685,0.00200418,0.02860314,0.03147055,0.02974384,0.00139118,0.02874865,0.03073903,0.02744596,0.00158557,0.02631171,0.02858021,1054,0.69070209,1.00000000,1.00000000
toddler,xgb,temperature,10,0.01163237,0.00154603,0.01052640,0.01273833,0.03912190,0.00424370,0.03608614,0.04215766,0.01256219,0.00161138,0.01140948,0.01371491,0.01276503,0.00149975,0.01169217,0.01383789,0.00427889,0.00060917,0.00384311,0.00471466,0.02406796,0.00193300,0.02268517,0.02545074,0.02199732,0.00222021,0.02040908,0.02358556,0.02228550,0.00208387,0.02079479,0.02377621,1054,0.69070209,1.00000000,1.00000000
toddler,xgb,histbin,10,0.01121082,0.00127188,0.01030097,0.01212066,0.08237287,0.03692582,0.05595773,0.10878801,0.00522319,0.00144985,0.00418604,0.00626035,0.00747776,0.00164201,0.00630314,0.00865239,0.00470044,0.00061651,0.00425942,0.00514146,-0.01918301,0.03528905,-0.04442727,0.00606125,0.02933632,0.00198661,0.02791519,0.03075746,0.02757276,0.00202562,0.02612372,0.02902180,1054,0.69070209,1.00000000,1.00000000
toddler,xgb,isotonic,10,0.01055452,0.00147829,0.00949702,0.01161203,0.06771991,0.02563273,0.04938335,0.08605646,0.00519495,0.00141890,0.00417993,0.00620997,0.00714993,0.00135616,0.00617979,0.00812007,0.00535673,0.00068237,0.00486859,0.00584487,-0.00453005,0.02384366,-0.02158677,0.01252668,0.02936456,0.00159525,0.02822339,0.03050573,0.02790059,0.00175666,0.02664395,0.02915723,1054,0.69070209,1.00000000,1.00000000
toddler,xgb,beta,10,0.01002029,0.00135015,0.00905446,0.01098613,0.03329255,0.00416545,0.03031277,0.03627234,0.00449327,0.00091615,0.00383790,0.00514864,0.00757791,0.00155602,0.00646480,0.00869102,0.00589096,0.00053773,0.00550629,0.00627563,0.02989731,0.00192665,0.02851906,0.03127555,0.03006624,0.00153752,0.02896637,0.03116612,0.02747261,0.00180179,0.02618369,0.02876154,1054,0.69070209,1.00000000,1.00000000
toddler,adaboost,platt,10,0.03360542,0.00123405,0.03272264,0.03448821,0.10698561,0.00356186,0.10443761,0.10953361,0.01278322,0.00278020,0.01079438,0.01477206,0.01775118,0.00243273,0.01601091,0.01949145,0.06836340,0.00103639,0.06762201,0.06910479,0.25702208,0.00315455,0.25476545,0.25927871,0.23500013,0.00425901,0.23195342,0.23804685,0.23003217,0.00310731,0.22780934,0.23225501,1054,0.69070209,1.00000000,1.00000000
toddler,adaboost,temperature,10,0.05855385,0.00086885,0.05793231,0.05917538,0.18407797,0.00230212,0.18243113,0.18572480,0.08377119,0.00100427,0.08305278,0.08448960,0.08377119,0.00100427,0.08305278,0.08448960,0.04341498,0.00064697,0.04295216,0.04387779,0.17992972,0.00182910,0.17862126,0.18123818,0.16401216,0.00266048,0.16210897,0.16591535,0.16401216,0.00266048,0.16210897,0.16591535,1054,0.69070209,1.00000000,1.00000000
toddler,adaboost,histbin,10,0.03357908,0.00186198,0.03224710,0.03491106,0.11387147,0.01466878,0.10337806,0.12436489,0.00521486,0.00198389,0.00379567,0.00663406,0.01097937,0.00418386,0.00798642,0.01397233,0.06838974,0.00169191,0.06717942,0.06960006,0.25013621,0.01430347,0.23990413,0.26036830,0.24256849,0.00326767,0.24023093,0.24490604,0.23680398,0.00513618,0.23312978,0.24047818,1054,0.69070209,1.00000000,1.00000000
toddler,adaboost,isotonic,10,0.03349144,0.00130841,0.03255546,0.03442742,0.13886795,0.02222804,0.12296697,0.15476893,0.00923180,0.00335879,0.00682906,0.01163453,0.01508766,0.00361357,0.01250267,0.01767266,0.06847738,0.00120572,0.06761486,0.06933990,0.22513974,0.02233724,0.20916064,0.24111884,0.23855155,0.00506326,0.23492952,0.24217359,0.23269569,0.00462605,0.22938641,0.23600497,1054,0.69070209,1.00000000,1.00000000
toddler,adaboost,beta,10,0.03362489,0.00122016,0.03275204,0.03449774,0.10700455,0.00353615,0.10447494,0.10953416,0.01301320,0.00281068,0.01100256,0.01502384,0.01788090,0.00243840,0.01613657,0.01962522,0.06834393,0.00102154,0.06761317,0.06907470,0.25700313,0.00313150,0.25476299,0.25924327,0.23477016,0.00429595,0.23169702,0.23784330,0.22990245,0.00317423,0.22763175,0.23217316,1054,0.69070209,1.00000000,1.00000000
toddler,mlp,platt,10,0.00547742,0.00137372,0.00449472,0.00646012,0.01961746,0.00455181,0.01636129,0.02287363,0.00541491,0.00140855,0.00440729,0.00642253,0.00668288,0.00131671,0.00574097,0.00762480,0.00799578,0.00111408,0.00719882,0.00879275,0.03835158,0.00446985,0.03515404,0.04154912,0.03450221,0.00424487,0.03146561,0.03753881,0.03501107,0.00378264,0.03230514,0.03771701,1054,0.69070209,1.00000000,1.00000000
toddler,mlp,temperature,10,0.00844812,0.00277532,0.00646278,0.01043346,0.02910448,0.00836835,0.02311813,0.03509084,0.01378022,0.00388530,0.01100084,0.01655960,0.01436517,0.00401023,0.01149643,0.01723391,0.00502508,0.00080815,0.00444696,0.00560320,0.02886456,0.00301361,0.02670875,0.03102036,0.02613690,0.00316873,0.02387013,0.02840367,0.02732878,0.00280659,0.02532107,0.02933649,1054,0.69070209,1.00000000,1.00000000
toddler,mlp,histbin,10,0.00588936,0.00131345,0.00494977,0.00682895,0.04463717,0.02950103,0.02353340,0.06574093,0.00486785,0.00144289,0.00383567,0.00590003,0.00622249,0.00116819,0.00538682,0.00705816,0.00758384,0.00144440,0.00655058,0.00861710,0.01333187,0.02969677,-0.00791192,0.03457566,0.03504927,0.00375459,0.03236340,0.03773514,0.03547147,0.00373912,0.03279666,0.03814627,1054,0.69070209,1.00000000,1.00000000
toddler,mlp,isotonic,10,0.00568457,0.00155689,0.00457084,0.00679831,0.05286990,0.04019800,0.02411398,0.08162582,0.00516492,0.00110037,0.00437776,0.00595208,0.00686146,0.00150066,0.00578796,0.00793497,0.00778863,0.00113415,0.00697730,0.00859995,0.00509914,0.03718713,-0.02150293,0.03170122,0.03475220,0.00349964,0.03224871,0.03725570,0.03483249,0.00346303,0.03235519,0.03730979,1054,0.69070209,1.00000000,1.00000000
toddler,mlp,beta,10,0.00543007,0.00132937,0.00447910,0.00638105,0.01950626,0.00448996,0.01629434,0.02271818,0.00515354,0.00198428,0.00373408,0.00657301,0.00665056,0.00182699,0.00534361,0.00795751,0.00804313,0.00115698,0.00721547,0.00887078,0.03846278,0.00440663,0.03531047,0.04161509,0.03476358,0.00447958,0.03155908,0.03796807,0.03504340,0.00366715,0.03242008,0.03766672,1054,0.69070209,1.00000000,1.00000000
child,logreg,platt,10,0.00389625,0.00217611,0.00233956,0.00545295,0.02457283,0.03279249,0.00111450,0.04803116,0.00535907,0.00202419,0.00391105,0.00680709,0.00592435,0.00216327,0.00437683,0.00747186,0.01201912,0.00213593,0.01049117,0.01354707,0.04945415,0.03270430,0.02605890,0.07284940,0.05402123,0.00478355,0.05059928,0.05744317,0.05423429,0.00413511,0.05127621,0.05719238,290,0.48275862,1.00000000,1.00000000
child,logreg,temperature,10,0.00502770,0.00246253,0.00326611,0.00678929,0.02534619,0.01778227,0.01262552,0.03806686,0.00862006,0.00260134,0.00675917,0.01048094,0.00900250,0.00217646,0.00744555,0.01055945,0.01088767,0.00222918,0.00929301,0.01248233,0.04868079,0.01708028,0.03646230,0.06089929,0.05076024,0.00365374,0.04814652,0.05337397,0.05115614,0.00350100,0.04865168,0.05366060,290,0.48275862,1.00000000,1.00000000
child,logreg,histbin,10,0.00458680,0.00307901,0.00238421,0.00678939,0.10598769,0.13784975,0.00737592,0.20459946,0.00709722,0.00283805,0.00506700,0.00912744,0.00745162,0.00314386,0.00520264,0.00970061,0.01132857,0.00268059,0.00941099,0.01324615,-0.03196070,0.13688415,-0.12988173,0.06596032,0.05228308,0.00552187,0.04833297,0.05623319,0.05270702,0.00481156,0.04926503,0.05614900,290,0.48275862,1.00000000,1.00000000
child,logreg,isotonic,10,0.00434684,0.00245194,0.00259282,0.00610085,0.07061547,0.08654490,0.00870498,0.13252596,0.00611596,0.00263388,0.00423180,0.00800012,0.00633925,0.00255422,0.00451207,0.00816643,0.01156854,0.00239481,0.00985539,0.01328168,0.00341151,0.08700361,-0.05882712,0.06565015,0.05326434,0.00538533,0.04941191,0.05711677,0.05381939,0.00463034,0.05050704,0.05713173,290,0.48275862,1.00000000,1.00000000
child,logreg,beta,10,0.00380213,0.00222515,0.00221036,0.00539390,0.02056260,0.02190723,0.00489111,0.03623409,0.00537831,0.00204835,0.00391301,0.00684361,0.00589583,0.00216474,0.00434727,0.00744439,0.01211324,0.00213670,0.01058473,0.01364174,0.05346438,0.02157519,0.03803042,0.06889834,0.05400199,0.00474646,0.05060657,0.05739740,0.05426281,0.00412433,0.05131245,0.05721318,290,0.48275862,1.00000000,1.00000000
child,dtree,platt,10,0.10697693,0.01241973,0.09809239,0.11586148,0.36817152,0.03338314,0.34429066,0.39205238,0.02849325,0.01207715,0.01985377,0.03713272,0.03750207,0.01235742,0.02866210,0.04634203,0.00852178,0.00468800,0.00516819,0.01187537,3.18844887,0.64765117,2.72514714,3.65175060,0.07990159,0.02567730,0.06153315,0.09827002,0.07128276,0.02627667,0.05248556,0.09007995,290,0.48275862,1.00000000,1.00000000
child,dtree,temperature,10,0.10703298,0.01220284,0.09830359,0.11576237,0.36757599,0.03264951,0.34421994,0.39093204,0.02682177,0.01441383,0.01651074,0.03713280,0.03292683,0.01504183,0.02216656,0.04368711,0.00846573,0.00481396,0.00502204,0.01190943,3.18904440,0.64834133,2.72524895,3.65283985,0.08157307,0.02865437,0.06107497,0.10207117,0.07585799,0.02748949,0.05619319,0.09552278,290,0.48275862,1.00000000,1.00000000
child,dtree,histbin,10,0.10713718,0.01090625,0.09933532,0.11493905,0.36802473,0.02973392,0.34675437,0.38929510,0.02794932,0.01320477,0.01850319,0.03739544,0.03623958,0.01892633,0.02270050,0.04977866,0.00836153,0.00705980,0.00331125,0.01341180,3.18859565,0.65239390,2.72190117,3.65529014,0.08044552,0.02659054,0.06142379,0.09946724,0.07254524,0.03107882,0.05031279,0.09477769,290,0.48275862,0.90000000,1.00000000
child,dtree,isotonic,10,0.10616524,0.01177144,0.09774446,0.11458602,0.36611614,0.03212739,0.34313359,0.38909869,0.03096859,0.01217456,0.02225943,0.03967775,0.04149167,0.01766300,0.02885632,0.05412701,0.00933347,0.00585410,0.00514570,0.01352124,3.19050425,0.64938086,2.72596516,3.65504333,0.07742624,0.02569421,0.05904571,0.09580677,0.06729316,0.03033787,0.04559075,0.08899556,290,0.48275862,1.00000000,1.00000000
child,dtree,beta,10,0.10773273,0.01223007,0.09898387,0.11648160,0.36972506,0.03290652,0.34618516,0.39326497,0.03277742,0.01303785,0.02345071,0.04210413,0.03958263,0.01602815,0.02811678,0.05104848,0.00776597,0.00546365,0.00385752,0.01167443,3.18689533,0.64846526,2.72301123,3.65077943,0.07561741,0.02705256,0.05626518,0.09496965,0.06920219,0.02858789,0.04875165,0.08965273,290,0.48275862,1.00000000,1.00000000
child,knn,platt,10,0.07105971,0.00544170,0.06716696,0.07495247,0.28027317,0.05870294,0.23827962,0.32226673,0.05639352,0.01704641,0.04419925,0.06858779,0.06474507,0.01231755,0.05593362,0.07355652,-0.00195626,0.00539614,-0.00581643,0.00190390,0.18036534,0.06805294,0.13168320,0.22904748,0.00567545,0.01791507,-0.00714022,0.01849112,-0.00033128,0.01238549,-0.00919132,0.00852877,290,0.48275862,0.20000000,0.60000000
child,knn,temperature,10,0.07883702,0.00354727,0.07629946,0.08137458,0.29011983,0.04638338,0.25693916,0.32330050,0.08056540,0.01269402,0.07148464,0.08964615,0.08299462,0.01226594,0.07422010,0.09176914,-0.00973357,0.00387258,-0.01250385,-0.00696330,0.17051869,0.06460006,0.12430658,0.21673079,-0.01849643,0.01424354,-0.02868564,-0.00830722,-0.01858083,0.01089093,-0.02637173,-0.01078992,290,0.48275862,0.00000000,0.10000000
child,knn,histbin,10,0.06044096,0.00462224,0.05713440,0.06374751,0.32048932,0.08734039,0.25800977,0.38296888,0.02005699,0.00700612,0.01504511,0.02506887,0.02965410,0.00865283,0.02346424,0.03584397,0.00866249,0.00222454,0.00707115,0.01025383,0.14014919,0.10760214,0.06317526,0.21712312,0.04201197,0.00896933,0.03559570,0.04842825,0.03475969,0.01166624,0.02641416,0.04310522,290,0.48275862,1.00000000,1.00000000
child,knn,isotonic,10,0.06044050,0.00462243,0.05713381,0.06374719,0.32048630,0.08734537,0.25800319,0.38296942,0.02005977,0.00700453,0.01504903,0.02507050,0.02965133,0.00865569,0.02345942,0.03584324,0.00866295,0.00222446,0.00707166,0.01025423,0.14015221,0.10760527,0.06317604,0.21712838,0.04200920,0.00896856,0.03559348,0.04842492,0.03476247,0.01166738,0.02641612,0.04310881,290,0.48275862,1.00000000,1.00000000
